bvd_id,company_name,country_iso
GB00296805,TAYLOR WIMPEY PLC,GB
US383640097,UNIVERSAL LOGISTICS HOLDINGS INC,US
AU073659677,STEADFAST GROUP LTD,AU
CNFEB27230,ZHEJIANG MINTAI COMMERCIAL BANK,CN
US352593276,"FUNKO, INC.",US
IL30107GE,TOWER SEMICONDUCTOR LIMITED,IL
CA30494NC,WAJAX CORPORATION,CA
AEFEI1001365,DUBAI INSURANCE CO. PSC,AE
JP8030001009848,SAITAMA RESONA BANK LIMITED,JP
CHCHE100913036,ROMANDE ENERGIE HOLDING SA,CH
CN30888PC,"BAOJI TITANIUM INDUSTRY CO.,LTD.",CN
CN9367162244,"LHASA CITY CONSTRUCTION INVESTMENT MANAGEMENT CO.,LTD",CN
CN9394140814,"YUYAO SHUNCAI INVESTMENT HOLDINGS CO.,LTD",CN
BR31872495000172,BANCO C6 SA,BR
CN53297PC,"GUANGDONG HAOMEI NEW MATERIALS CO.,LTD.",CN
CN30417PC,"HANGZHOU TURBINE POWER GROUP CO.,LTD.",CN
JP7130001041734,GUNZE LIMITED,JP
JP7120001065932,"SEKISUI KASEI CO., LTD.",JP
JP8012801001936,"ECO'S CO.,LTD.",JP
CN31484PC,HUNDSUN TECHNOLOGIES INC.,CN
BR08402943000152,GUARARAPES CONFECCOES S.A.,BR
JP2120001043471,SAKATA INX CORPORATION,JP
JP7013201005504,MAKINO MILLING MACHINE COMPANY LIMITED,JP
ZA199600824206,NETCARE LIMITED,ZA
CN31487PC,"ZHEJIANG HANGMIN CO.,LTD",CN
JP3120901012046,"MARUDAI FOOD CO.,LTD.",JP
CN9360005091,"TONLY TECHNOLOGY CO., LTD.",CN
CN31892PC,XIAMEN HEXING PACKAGING PRINTING COMPANY LIMITED,CN
HK0023238947,HK ELECTRIC INVESTMENTS LIMITED,KY
IN30481FI,GLENMARK PHARMACEUTICALS LIMITED,IN
GB02407547,WORKWELL PEOPLE SOLUTIONS LIMITED,GB
JP5240001029984,FP CORPORATION,JP
CL965910409,EMPRESAS CAROZZI S.A.,CL
CL761436368,CAROZZI S.A.,CL
CN32019PC,"SHENZHEN COMIX GROUP CO., LTD.",CN
ID30334FD,PT METRODATA ELECTRONICS TBK,ID
JP9010001095583,STARTS CORPORATION INC,JP
KY40354WB,HK ELECTRIC INVESTMENTS LIMITED,KY
CL966043806,GRUPO SECURITY,CL
GB00492042,J. MURPHY & SONS LIMITED,GB
GB02732620,DRILTON LIMITED,GB
US750948250,AZZ INC.,US
HK0027268939,REDSUN PROPERTIES GROUP LIMITED,KY
KY41048WB,REDSUN PROPERTIES GROUP LIMITED,KY
VN0300521758,PHU NHUAN JEWELRY JOINT STOCK COMPANY,VN
HK30187FH,CHINA MERCHANTS PORT HOLDINGS COMPANY LIMITED,HK
KY31092FH,STELLA INTERNATIONAL HOLDINGS LIMITED,KY
GBSC199503,CITY FACILITIES MANAGEMENT HOLDINGS LIMITED,GB
CN31483PC,"HANGZHOU SILAN MICROELECTRONICS CO.,LTD",CN
IR30337GN,BEHPARDAKHT MELLAT COMPANY PUBLIC JOINT STOCK,IR
KY31109FH,CHINA STARCH HOLDINGS LIMITED,KY
EC0990004196001,CORPORACION EL ROSADO S.A.,EC
US160733425,SENECA FOODS CORPORATION,US
CN30319PC,"DONGFENG AUTOMOBILE CO., LTD.",CN
KY31095FH,KWG GROUP HOLDINGS LIMITED,KY
JP3360001008565,THE OKINAWA ELECTRIC POWER COMPANY INCORPORATED,JP
JP1060001007582,"MEBUKI FINANCIAL GROUP,INC",JP
JP5360001008803,"SAN-A CO.,LTD.",JP
HK0000199101,KAISA GROUP HOLDINGS LTD.,KY
KY30198WB,KAISA GROUP HOLDINGS LIMITED,KY
CN53444PC,"SHANGHAI ZHONGGU LOGISTICS CO., LTD.",CN
CN45748PC,HENAN JINMA ENERGY COMPANY LIMITED,CN
JP7010401061336,SWCC CORPORATION,JP
JP4290801004051,WORLD HOLDINGS CO LTD,JP
GB11050000,SGN MIDCO LIMITED,GB
PH0000108476,PHILIPPINE SEVEN CORPORATION,PH
PK0002914,WAFI ENERGY PAKISTAN LIMITED,PK
CN31278PC,"STATE GRID YINGDA CO.,LTD.",CN
GBSC326357,CALA GROUP LIMITED,GB
GB08428265,CALA GROUP (HOLDINGS) LIMITED,GB
CN30110PC,"WEIFU HIGH-TECHNOLOGY GROUP CO.,LTD.",CN
HK30256FH,GDH GUANGNAN (HOLDINGS) LIMITED,HK
GB13357471,AIRSWIFT GLOBAL LIMITED,GB
JP4140001024328,WORLD CO LTD,JP
HK0025733298,HENAN JINMA ENERGY COMPANY LIMITED,CN
JP1011001025967,NOF CORPORATION,JP
GB00784752,SKANSKA UK PLC,GB
CN31020PC,"HUAPONT LIFE SCIENCE CO., LTD",CN
JP5120001054400,OG CORPORATION,JP
CN55827PC,"ZHUHAI COSMX BATTERY CO.,LTD.",CN
JP1140001002071,"TOHO CO.,LTD.",JP
CN30500PC,"LIAONING CHENG DA CO., LTD.",CN
IN30082FI,CEAT LTD,IN
CN31738PC,"ZHEJIANG SOUTHEAST SPACE FRAME CO., LTD.",CN
GBOC323639,HOGAN LOVELLS INTERNATIONAL LLP,GB
MY428915-X,QL RESOURCES BERHAD,MY
HK0000146738,ZHAOJIN MINING INDUSTRY COMPANY LIMITED,CN
CN31302PC,NEUSOFT CORPORATION,CN
JP3120001036177,"HANSHIN ELECTRIC RAILWAY CO.,LTD.",JP
JP4120001077559,MIZUNO CORPORATION,JP
CN46354PC,"SHANDONG PUBLISHING & MEDIA CO.,LTD.",CN
IN001577059IND,SIS LIMITED,IN
CN45762PC,"JIANGSU PROVINCIAL AGRICULTURAL RECLAMATION AND DEVELOPMENT CO.,LTD.",CN
JP6010001078021,J-OIL MILLS INC,JP
HK0000026761,CHINA WATER AFFAIRS GROUP LIMITED,BM
CN40189PC,"HANGZHOU ROBAM APPLIANCES CO.,LTD.",CN
CN55805PC,"CHINA RAILWAY SPECIAL CARGO LOGISTICS CO., LTD.",CN
TR30136ET,ATLANTIS YATIRIM HOLDING A.S.,TR
CL904120006,MINERA VALPARAISO S.A.,CL
CN46038PC,"WEIYE CONSTRUCTION GROUP CO.,LTD.",CN
KY41340WB,JS GLOBAL LIFESTYLE COMPANY LIMITED,KY
BM17881R,SHANGHAI INDUSTRIAL URBAN DEVELOPMENT GROUP LIMITED,BM
IN001698007IND,MACROTECH DEVELOPERS LIMITED,IN
HK0029418976,JS GLOBAL LIFESTYLE COMPANY LIMITED,KY
CN46106PC,"BEIJING CAREER INTERNATIONAL CO., LTD",CN
CN30880PC,"CAIHONG DISPLAY DEVICES CO.,LTD.",CN
CHCHE115173213,UNIVERSITAETSSPITAL BASEL,CH
JP3160001009212,"FUJITEC CO.,LTD.",JP
IN30657FI,PIDILITE INDUSTRIES LIMITED,IN
UY214421830010,DISTRIBUIDORA URUGUAYA DE COMBUSTIBLE S.A.,UY
JP2010801006894,TAKASAGO INTERNATIONAL CORPORATION,JP
JP3030001011684,"H-ONE CO.,LTD.",JP
CN30655PC,"XINJIANG TIANYE CO.,LTD.",CN
GBJE114397,BOOHOO GROUP PLC,GB
DO3259SDQ,GRUPO POPULAR SA,DO
CN30282PC,LIVZON PHARMACEUTICAL GROUP INC.,CN
CN31272PC,"SHANGHAI SHENDA CO., LTD.",CN
CN51333PC,"CHINA MASTER LOGISTICS CO., LTD.",CN
IN112299FI,PARADEEP PHOSPHATES LIMITED,IN
CN53331PC,"FARASIS ENERGY (GAN ZHOU) CO., LTD.",CN
HK0000028621,GRAND PHARMACEUTICAL GROUP LIMITED,BM
IL30325GE,MATRIX IT LIMITED,IL
US410418150,"ALLETE, INC.",US
BM33915R,CHINA WATER AFFAIRS GROUP LIMITED,BM
CN30429PC,"CHINA RESOURCES DOUBLE-CRANE PHARMACEUTICAL CO.,LTD.",CN
JP1010401029660,MORINAGA & CO LTD,JP
JP1010001014427,KYORITSU MAINTENANCE CO LTD,JP
US264330545,FUBOTV INC.,US
JP1011101039628,H.U. GROUP HOLDINGS INC,JP
IR30271GN,KERMANSHAH PETROCHEMICAL INDUSTRIES COMPANY PUBLIC JOINT STOCK,IR
JP2080001017736,TOKAI HOLDINGS CORPORATION,JP
JP5120001015344,TAKARA STANDARD CO LTD,JP
KY41445WB,SMOORE INTERNATIONAL HOLDINGS LIMITED,KY
JP2020001037946,NICE CORPORATION,JP
IN30752FI,WELSPUN CORP LIMITED,IN
CN31305PC,LINGBAO GOLD GROUP COMPANY LIMITED,CN
GB02025003,SPECTRIS LIMITED,GB
IR30167GN,PARSIAN E-COMMERCE COMPANY PUBLIC JOINT STOCK,IR
JP3010001088907,BUNKA SHUTTER CO LTD,JP
US061306785,"SMBC AMERICAS HOLDINGS, INC.",US
IN001576276IND,DALMIA BHARAT LIMITED,IN
CN40086PC,"WUHU TOKEN SCIENCES CO., LTD",CN
CN40174PC,"PENGDU AGRICULTURE & ANIMAL HUSBANDRY CO., LTD.",CN
BM21251R,GRAND PHARMACEUTICAL GROUP LIMITED,BM
CN31344PC,"LIAONING PORT CO., LTD.",CN
GB04212563,WILLIAM HILL LIMITED,GB
CN30255PC,"CHANGHONG HUAYI COMPRESSOR CO.,LTD.",CN
CN9360383730,"C&U CO., LTD.",CN
CN30701PC,GRANDBLUE ENVIRONMENT CO.LTD,CN
CN32287PC,"RUIJIE NETWORKS CO.,LTD.",CN
BM23088R,TAN CHONG INTERNATIONAL LIMITED,BM
GB04958135,SCOTIA GAS NETWORKS LIMITED,GB
US611999534,INFORMATICA INC.,US
CN30065PC,FIRST TRACTOR COMPANY LIMITED,CN
VN0311609355,FPT DIGITAL RETAIL JOINT STOCK COMPANY,VN
HK0027723421,MOBVISTA INC,KY
IN111231FI,ALKEM LABORATORIES LIMITED,IN
GB04847763,LUXION GROUP LIMITED,GB
GB10119755,MOTORPOINT GROUP PLC,GB
CN30955PC,"KONKA GROUP CO.,LTD",CN
CN31238PC,"TIANJIN PORT CO.,LTD.",CN
CN30310PC,HUAGONG TECH COMPANY LIMITED,CN
CN30411PC,"HENAN YUNENG HOLDINGS CO.,LTD.",CN
CN52645PC,"BEIJING ROBOROCK TECHNOLOGY CO.,LTD.",CN
CN31372PC,CHINA BLUECHEMICAL LIMITED,CN
KY31059FH,XINGDA INTERNATIONAL HOLDINGS LIMITED,KY
JP3010001095003,NS UNITED KAIUN KAISHA LTD,JP
JP4122001020003,HOSIDEN CORPORATION,JP
CN49248PC,"MILKYWAY INTELLIGENT SUPPLY CHAIN SERVICE GROUP CO.,LTD.",CN
CL968005707,ENEL DISTRIBUCION CHILE S.A.,CL
CN44906PC,"SHENZHEN KEDALI INDUSTRY CO.,LTD",CN
HK0003655919,FIRST TRACTOR COMPANY LIMITED,CN
CN30284PC,"APELOA PHARMACEUTICAL CO.,LTD.",CN
CN30150PC,"WANGFUJING GROUP CO.,LTD.",CN
US580831862,OXFORD INDUSTRIES INC,US
US810553291,"H&E EQUIPMENT SERVICES, INC.",US
CN31699PC,"CHENGZHI CO.,LTD.",CN
GB03144919,MBDA UK LIMITED,GB
JP7010001035005,NIKKON HOLDINGS CO LTD,JP
CN32166PC,"ZHEJIANG YASHA DECORATION CO.,LTD",CN
US710130170,BANK OZK,US
JP6010401066617,PLUS CORPORATION,JP
HK0027495378,PRINX CHENGSHAN HOLDINGS LIMITED,KY
KY41110WB,PRINX CHENGSHAN HOLDINGS LIMITED,KY
BR06981176000158,CEMIG GERACAO E TRANSMISSAO S.A,BR
MA30037-81,COMPAGNIE SUCRIERE MAROCAINE DE RAFFINAGE SA,MA
CN46360PC,"HENGLIN HOME FURNISHINGS CO.,LTD",CN
JP6120001056461,DAIHEN CORPORATION,JP
CN32232PC,"ZHONGYEDA ELECTRIC CO.,LTD",CN
GB03750288,E D F TRADING LIMITED,GB
GB08793266,MIDWICH GROUP PLC,GB
JP5010701019531,THE JAPAN STEEL WORKS LTD,JP
CN30418PC,"SHANGHAI INTERNATIONAL AIRPORT CO., LTD.",CN
CN31915PC,ZHONGSHAN BROAD-OCEAN MOTOR COMPANY LIMITED,CN
GB03476201,NORTHERN POWERGRID HOLDINGS COMPANY,GB
HK0000042196,TAN CHONG INTERNATIONAL LIMITED,BM
GB01882065,SOLAI HOLDINGS LIMITED,GB
CN30808PC,"SHANGHAI AIKO SOLAR ENERGY CO.,LTD.",CN
JP6180001033620,"AICA KOGYO COMPANY, LIMITED",JP
CN42526PC,"WUXI LEAD INTELLIGENT EQUIPMENT CO., LTD.",CN
IN30609FI,MPHASIS LIMITED,IN
KY30872FH,HC GROUP INC.,KY
JP5080401000702,"ENSYU RAILWAY CO.,LTD.",JP
CHCHE105941235,CKW AG,CH
JP2011101016254,NIHON KOHDEN CORPORATION,JP
CN32062PC,"ZHEJIANG JIULI HI-TECH METALS CO.,LTD",CN
CN41663PC,"SHANDONG LONGDA MEISHI CO.,LTD.",CN
CN31345PC,"CHINA CAMC ENGINEERING CO., LTD.",CN
CN40433PC,"DIAN DIAGNOSTICS GROUP CO.,LTD.",CN
JP3010601030532,AUTOBACS SEVEN CO LTD,JP
JP5180001041871,RESORTTRUST INCORPORATION,JP
GB10517852,MARS PET SERVICES UK LIMITED,GB
JP8011801003488,TOMY COMPANY LTD,JP
HK0025962951,WHARF REAL ESTATE INVESTMENT COMPANY LIMITED,KY
VN3502208399,TONG CONG TY PHAT DIEN 3 - CONG TY CO PHAN,VN
JP2170001002092,"OKUWA CO., LTD.",JP
HK0019991664,YANGTZE OPTICAL FIBRE AND CABLE JOINT STOCK LIMITED COMPANY,CN
GB00413250,JCT600 LIMITED,GB
MY222357-P,LOTTE CHEMICAL TITAN HOLDING BHD,MY
CN31430PC,"GUANGDONG HEC TECHNOLOGY HOLDING CO., LTD",CN
JP1380001005620,"XEBIO HOLDINGS CO., LTD.",JP
CN53420PC,SHANGHAI HUAFON ALUMINIUM CORPORATION,CN
IN30447FI,AMARA RAJA ENERGY & MOBILITY LIMITED,IN
CN31662PC,SUNWAVE COMMUNICATIONS CO.LTD,CN
CN31268PC,"SHANGHAI SHYNDEC PHARMACEUTICAL CO.,LTD.",CN
IN30479FI,GODREJ CONSUMER PRODUCTS LIMITED,IN
TH0107537002443,CENTRAL PATTANA PCL,TH
LK30007FS,HAYLEYS PLC,LK
JP1010001008734,NISSAN CHEMICAL CORPORATION,JP
CN44162PC,"SKSHU PAINT CO.,LTD.",CN
KEC15300,KENYA AIRWAYS PLC,KE
CN9361296479,"ZHANGZHOU ECONOMIC DEVELOPMENT CO.,LTD.",CN
JP7500001003977,MIURA CO LTD,JP
JP1010001098619,"NIPPON STEEL LOGISTICS CO.,LTD.",JP
GB08066326,KELDA FINANCE (NO.1) LIMITED,GB
GB09289015,UMV GLOBAL FOODS HOLDING COMPANY LTD.,GB
CN31659PC,"HUBEI NENGTER TECHNOLOGY CO.,LTD.",CN
CN50760PC,"PHARMARON BEIJING CO., LTD.",CN
KY41232WB,HANSOH PHARMACEUTICAL GROUP COMPANY LIMITED,KY
CN9367131909,POWER CHINA REAL ESTATE GROUP LTD.,CN
CN31438PC,"CHONGQING TAIJI INDUSTRY(GROUP) CO.,LTD",CN
CN30866PC,HENAN PINGGAO ELECTRIC COMPANY LIMITED,CN
JP2010001008683,"SANKI ENGINEERING CO., LTD.",JP
CN30804PC,"SHANXI LU'AN CHEMICAL TECHNOLOGY CO.,LTD.",CN
AE140023GU,BURJEEL HOLDINGS PLC,AE
CN31756PC,"GRG BANKING EQUIPMENT CO.,LTD.",CN
CN44480PC,"SHANDONG BUCHANG PHARMACEUTICALS CO.,LTD",CN
CN31090FH,"XINHUA WINSHARE PUBLISHING & MEDIA CO.,LTD.",CN
CN41945PC,YANGTZE OPTICAL FIBRE AND CABLE JOINT STOCK LIMITED COMPANY,CN
US640205820,MISSISSIPPI POWER CO,US
GB00701982,BOWMER AND KIRKLAND LIMITED,GB
US472386428,"DYNATRACE, INC.",US
IR30166GN,INFORMATICS SERVICES CORPORATION COMPANY PUBLIC JOINT STOCK,IR
CN31427PC,ZHONGTIAN FINANCIAL GROUP COMPANY LIMITED,CN
GB06964873,THE ROYAL MINT LIMITED,GB
JP9011201005150,MARUI GROUP CO LTD,JP
JP3010001016850,"NIPPON KAYAKU CO., LTD.",JP
JP6290001014048,"SAIBU GAS HOLDINGS CO., LTD.",JP
CN30684PC,"CCCC DESIGN & CONSULTING GROUP CO.,LTD.",CN
VN0302597576,NATIONAL PHYTOPHARMA JOINT STOCK COMPANY,VN
VN0100100047,TONG CONG TY THEP VIET NAM - CTCP,VN
JP9012701001077,WARABEYA NICHIYO HOLDINGS CO LTD,JP
CN31363PC,"FOCUS MEDIA INFORMATION TECHNOLOGY CO., LTD.",CN
JP6010701012329,OISIX RA DAICHI INC,JP
KY40883WB,FINVOLUTION GROUP,KY
GB06590752,NORD ANGLIA EDUCATION LONDON HOLDINGS LIMITED,GB
GB06454113,HARDWICKE INVESTMENTS LIMITED,GB
CN30265PC,"5I5J HOLDING GROUP CO., LTD.",CN
IN30638FI,JK TYRE & INDUSTRIES LIMITED,IN
CN9364484214,"SHANGHAI ZHANGJIANG(GROUP)CO.,LTD.",CN
CN40519PC,"ZANYU TECHNOLOGY GROUP CO., LTD.",CN
JP5010001008714,"DAIICHI JITSUGYO CO., LTD.",JP
CN31213PC,"HUAFU FASHION CO., LTD.",CN
CN31385PC,TOP ENERGY COMPANY LTD.SHANXI,CN
JP9240001006971,CHUDENKO CORPORATION,JP
GBSC286832,ABERDEEN GROUP PLC,GB
PA115657RPP,PETROLEOS DELTA S.A.,PA
JP7010001012862,SHINSEI PULP&PAPER COMPANY LIMITED,JP
IN30723FI,SRF LIMITED,IN
JP4370001006286,YURTEC CORPORATION,JP
CN57117PC,"GUANGDONG FEINAN RESOURCES RECYCLING CO., LTD.",CN
JP5080401010065,"F.C.C.CO., LTD.",JP
IR30281GN,NIROO MOHAREKE INDUSTRIAL COMPANY PUBLIC JOINT STOCK,IR
IR30021GN,TIDEWATER MIDDLE EAST COMPANY PUBLIC JOINT STOCK,IR
GB10887351,WORLDPAY INTERNATIONAL GROUP LIMITED,GB
GB09425113,FERROGLOBE PLC,GB
GB05525751,AO WORLD PLC,GB
JP2120001049007,"TACHIBANA ELETECH CO., LTD.",JP
CN31252PC,ZHANGZHOU PIENTZEHUANG PHARMACEUTICAL CO.LTD.,CN
CN46355PC,"PROYA COSMETICS CO.,LTD.",CN
SA30091GS,FAWAZ ABDULAZIZ ALHOKAIR & COMPANY (SAUDI JOINT STOCK COMPANY),SA
BM22291R,LUK FOOK HOLDINGS (INTERNATIONAL) LIMITED,BM
JP3180001017956,"HAGIWARA ELECTRIC HOLDINGS CO., LTD.",JP
IN33660FI,KAMA HOLDINGS LIMITED,IN
CHCHE175843017,LANDIS+GYR GROUP AG,CH
MY259147-A,YINSON HOLDINGS BHD,MY
HK0000042056,LUK FOOK HOLDINGS (INTERNATIONAL) LIMITED,BM
GB01400698,LISTERS GROUP LIMITED,GB
GB03851074,CLEARSPRINGS (MANAGEMENT) LIMITED,GB
JP4120001157872,"TOWA PHARMACEUTICAL CO., LTD.",JP
CN30750PC,"CETC DIGITAL TECHNOLOGY CO.,LTD.",CN
GB04178808,WINCANTON LIMITED,GB
CN30233PC,"TANDE CO.,LTD.",CN
GB02648297,HOMESERVE LIMITED,GB
IN112492FI,PDS MULTINATIONAL FASHIONS LIMITED,IN
CN32169PC,"ANHUI XINHUA MEDIA CO.,LTD.",CN
GB08353309,MANCHESTER AIRPORTS HOLDINGS LIMITED,GB
CN30957PC,"KEDA INDUSTRIAL GROUP CO., LTD.",CN
BM16505R,BOE VARITRONIX LIMITED,BM
CN31216PC,"MEINIAN ONEHEALTH HEALTHCARE HOLDINGS CO.,LTD.",CN
IN30269FI,DABUR INDIA LIMITED,IN
MY101671-H,PETRONAS GAS BERHAD,MY
JP7010001024692,TOMOKU CO LTD,JP
ID30423FD,PT WIJAYA KARYA (PERSERO) TBK,ID
JP5010001023779,SUMITOMO OSAKA CEMENT CO LTD,JP
JP2120001112350,HANSHIN EXPRESSWAY COMPANY LIMITED,JP
GBNI010588,JOHN HENDERSON (HOLDINGS) LIMITED,GB
CN49202PC,"CHINA MERCHANTS EXPRESSWAY NETWORK AND TECHNOLOGY HOLDINGS CO., LTD.",CN
JP9011001030704,TREND MICRO INCORPORATED,JP
IN30069FI,TATA CHEMICALS LIMITED,IN
CN31727PC,"ZHEJIANG YINLUN MACHINERY CO., LTD.",CN
IN30831FI,INDRAPRASTHA GAS LIMITED,IN
JP6120001077499,"NANKAI ELECTRIC RAILWAY CO,. LTD.",JP
CN31549PC,"ZHEJIANG DUN'AN ARTIFICIAL ENVIRONMENT CO., LTD.",CN
CN50761PC,"NEW HOPE DAIRY CO., LTD.",CN
CN30111PC,"GUIZHOU TYRE CO.,LTD.",CN
IL30175GE,ZUR SHAMIR HOLDINGS LTD.,IL
JP5021001006269,"KASAI KOGYO CO., LTD.",JP
KY31117FH,KINGSOFT CORPORATION LIMITED,KY
US610264150,LOUISVILLE GAS & ELECTRIC CO,US
JP8010401055238,"NIPPON STEEL KOWA REAL ESTATE CO.,LTD.",JP
IL30706GE,DELEK AUTOMOTIVE SYSTEMS LIMITED,IL
JP4011001030015,"CASIO COMPUTER CO.,LTD.",JP
JP5120001047593,MARUICHI STEEL TUBE LTD,JP
IN117407FI,QUESS CORP LIMITED,IN
CN9381159880,"HENAN WATER CONSERVANCY INVESTMENT GROUP CO.,LTD.",CN
CN9363710318,"DALIAN PORT CO., LTD.",CN
CN44404PC,"SHENZHEN KINWONG ELECTRONIC CO.,LTD.",CN
CN30323PC,"CNSIG INNER MONGOLIA CHEMICAL INDUSTRY CO., LTD.",CN
KY40365WB,WEIBO CORPORATION,KY
GI90099,EVOKE PLC,GI
CN30733PC,EASYHOME NEW RETAIL GROUP CORPORATION LIMITED,CN
HK0031400866,WEIBO CORPORATION,HK
ID30226FD,PT BUMA INTERNASIONAL GRUP TBK,ID
JP6120001045084,"DAI-DAN CO., LTD.",JP
CA30163NC,ATS CORPORATION,CA
GB03475737,SUEZ RECYCLING AND RECOVERY HOLDINGS UK LTD,GB
VN0102409426,VIETTEL GLOBAL INVESTMENT JOINT STOCK COMPANY,VN
GB00134396,"PERFORMING RIGHT SOCIETY,LIMITED",GB
CN51391PC,THREE SQUIRRELS INC.,CN
KY40468WB,HELLO GROUP INC.,KY
BR08343492000120,MRV ENGENHARIA E PARTICIPACOES S.A.,BR
GB05922246,WILLMOTT DIXON LIMITED,GB
CN30360PC,"FUJIAN FURI ELECTRONICS CO.,LTD.",CN
IL30302GE,FOX-WIZEL LIMITED,IL
JP7120901021811,HANKYU CORPORATION,JP
IN113323FI,ADITYA BIRLA FASHION & RETAIL LIMITED,IN
JP9040001044645,NARITA INTERNATIONAL AIRPORT CORPORATION,JP
US814675947,KINETIK HOLDINGS INC.,US
IN30388FI,UFLEX LTD,IN
KY41572WB,EVERGRANDE PROPERTY SERVICES GROUP LIMITED,KY
IL30752GE,CARASSO MOTORS LIMITED,IL
JP6010401088941,"QOL HOLDINGS CO.,LTD.",JP
JP6011001029526,GMO INTERNET GROUP INC.,JP
IN002053965IND,SHYAM METALICS AND ENERGY LIMITED,IN
GB05111937,MORSON GROUP LIMITED,GB
HK40163FH,CHERVON HOLDINGS LIMITED,HK
GB12903683,TALKTALK HOLDINGS LIMITED,GB
IN30031FI,BHARAT FORGE LIMITED,IN
CN30037PC,"SHANGHAI LUJIAZUI FINANCE&TRADE ZONE DEVELOPMENT CO.,LTD.",CN
CN30865PC,"SHANDONG HUATAI PAPER INDUSTRY SHAREHOLDING CO.,LTD.",CN
CN49245PC,"ZHEJIANG GRANDWALL ELECTRIC SCIENCE&TECHNOLOGY CO.,LTD.",CN
MY231378-A,DKSH HOLDINGS (MALAYSIA) BERHAD,MY
KY31041FH,TIANJIN PORT DEVELOPMENT HOLDINGS LIMITED,KY
BR83878892000155,CENTRAIS ELETRICAS DE SANTA CATARINA S.A,BR
CA31659NC,THE NORTH WEST COMPANY INC.,CA
CN30487PC,"WANXIANG QIANCHAO CO.,LTD.",CN
GB00198032,WILLMOTT DIXON HOLDINGS LIMITED,GB
JP4020001009043,TOKYO ELECTRON DEVICE LIMITED,JP
IR30076GN,IRAN CARBON COMPANY PUBLIC JOINT STOCK,IR
CN46357PC,"SINO-AGRI LEADING BIOSCIENCES CO.,LTD",CN
JP6010501016240,NIPPON DENSETSU KOGYO CO LTD,JP
CN32258PC,CHINA DATANG CORPORATION RENEWABLE POWER COMPANY LIMITED,CN
IN30909FI,BIOCON LIMITED,IN
JP1250001002242,"RETAIL PARTNERS CO., LTD.",JP
JP7140001082323,"SHINMAYWA INDUSTRIES, LTD.",JP
CN30855PC,"CHINA RAILWAY TIELONG CONTAINER LOGISTICS CO.,LTD",CN
CN30784PC,INNER MONGOLIA BERUN CHEMICAL COMPANY LIMITED,CN
GB08339652,THE CRANEMERE GROUP LIMITED,GB
IN30307FI,BASF INDIA LIMITED,IN
HK0000268326,"CHINA DATANG CORPORATION RENEWABLE POWER CO., LIMITED",CN
JP8013301012440,RYODEN CORPORATION,JP
IQ30102GI,ASIACELL COMPANY FOR TELECOMMUNICATIONS PRIVATE SHAREHOLDING COMPANY,IQ
US901017663,AZEK CO INC,US
GB08738795,EAGLE SUPERCO LIMITED,GB
JP4011401004725,TOPCON CORPORATION,JP
IR30257GN,PLASCOKAR SAIPA PLANTS COMPANY PUBLIC JOINT STOCK,IR
RU85212399N,VK INTERNATIONAL PUBLIC JOINT-STOCK COMPANY (VK IPJSC),RU
CN31132PC,"CHONGQING ZONGSHEN POWER MACHINERY CO.,LTD",CN
SG30595FN,KEPPEL INFRASTRUCTURE TRUST,SG
JP9010401116022,OPTIMUS GROUP COMPANY LIMITED,JP
CN40131PC,TIANQI LITHIUM CORPORATION,CN
IN30699FI,RAIN INDUSTRIES LIMITED,IN
JP5100001003284,MARUICHI CO LTD,JP
GB05149111,AA LIMITED,GB
KY40164AO,IHS HOLDING LIMITED,KY
GB10982736,CONTOURGLOBAL LIMITED,GB
ID30107FD,PT CHANDRA ASRI PACIFIC TBK,ID
CN31034PC,"SHUANGLIANG ECO-ENERGY SYSTEMS CO.,LTD",CN
MY240409-T,GAS MALAYSIA BERHAD,MY
GB08738840,EAGLE MIDCO LIMITED,GB
CN31744PC,"SHENZHEN TOPBAND CO.,LTD.",CN
CN9383427221,"JINING CHENGTOU HOLDING GROUP CO.,LTD.",CN
JP8140001028201,TORIDOLL HOLDINGS CORPORATION,JP
CN30841PC,"PANGANG GROUP VANADIUM & TITANIUM RESOURCES CO., LTD.",CN
JP7010801014496,"JAPAN AIRPORT TERMINAL CO.,LTD.",JP
CN30337PC,"INFORE ENVIRONMENT TECHNOLOGY GROUP CO. , LTD.",CN
IN30055FI,VOLTAS LIMITED,IN
IN30933FI,COFORGE LIMITED,IN
CN9367123448,"JIANAN INVESTMENT HOLDING GROUP CO.,LTD",CN
MY921551-D,SUNWAY BERHAD,MY
JP8180001038758,TOENEC CORPORATION,JP
PH0000154675,"CEBU AIR, INC",PH
MY201765-A,BERJAYA PROPERTY BERHAD,MY
CN30930PC,SHANDONG WEIGAO GROUP MEDICAL POLYMER COMPANY LIMITED,CN
MY104131-A,IJM CORPORATION BERHAD,MY
CN30549PC,"JIANGSU YANGNONG CHEMICAL CO.,LTD.",CN
JP9140001017351,G-7 HOLDINGS INC.,JP
KY40343WB,TIMES CHINA HOLDINGS LIMITED,KY
BR02474103000119,ENGIE BRASIL ENERGIA S.A.,BR
CN54565PC,"SHANDONG WEIFANG RAINBOW CHEMICAL CO.,LTD.",CN
IN30961FI,PTC INDIA LIMITED,IN
HK0018789467,TIMES CHINA HOLDINGS LIMITED,KY
